id,dbXRefs,ICD10,All_ICD_counts,f41202_ICD_counts,ICD10_all_freq
Orphanet_2572,G11.8,G11,2.0,1.0,0.0003979180925398316
Orphanet_269510,Q03.8,Q03,1.0,0.0,0.0001989590462699158
Orphanet_269510,Q03.1,Q03,3.0,0.0,0.0005968771388097474
EFO_1000701,L65.2,L65,1.0,1.0,0.0001989590462699158
EFO_1001111,D39.2,D39,4.0,2.0,0.0007958361850796633
EFO_1001111,D39.2,D39,4.0,2.0,0.0007958361850796633
EFO_1001219,G50.0,G50,461.0,249.0,0.09172012033043118
EFO_1001219,G50.0,G50,461.0,249.0,0.09172012033043118
Orphanet_101102,G60.0,G60,101.0,31.0,0.020094863673261496
Orphanet_168451,Q77.7,Q77,9.0,5.0,0.0017906314164292422
Orphanet_221039,Q82.8,Q82,86.0,52.0,0.01711047797921276
Orphanet_264675,J84.0,J84,11.0,7.0,0.0021885495089690736
EFO_0007323,M60.8,M60,12.0,6.0,0.0023875085552389898
EFO_1000027,C71.7,C71,12.0,9.0,0.0023875085552389898
EFO_1000027,C71.7,C71,12.0,9.0,0.0023875085552389898
Orphanet_100979,G11.4,G11,29.0,12.0,0.0057698123418275585
Orphanet_1088,Q87.1,Q87,14.0,2.0,0.002785426647778821
Orphanet_140941,E34.3,E34,12.0,0.0,0.0023875085552389898
Orphanet_172976,G71.2,G71,7.0,2.0,0.0013927133238894106
Orphanet_2134,D58.8,D58,2.0,1.0,0.0003979180925398316
Orphanet_2228,Q82.4,Q82,1.0,0.0,0.0001989590462699158
Orphanet_2285,Q75.8,Q75,4.0,1.0,0.0007958361850796633
Orphanet_2370,Q74.8,Q74,5.0,2.0,0.000994795231349579
Orphanet_263558,Q80.8,Q80,1.0,0.0,0.0001989590462699158
Orphanet_2719,E70.3,E70,15.0,2.0,0.002984385694048737
EFO_0007130,G04.0,G04,10.0,7.0,0.001989590462699158
EFO_0007236,M48.1,M48,10.0,2.0,0.001989590462699158
EFO_0007259,B33.0,B33,7.0,4.0,0.0013927133238894106
EFO_1000490,C83.3,C83,861.0,663.0,0.1713037388383975
EFO_1000490,C83.3,C83,861.0,663.0,0.1713037388383975
Orphanet_101008,G11.4,G11,29.0,12.0,0.0057698123418275585
Orphanet_137871,E88.8,E88,25.0,8.0,0.004973976156747895
Orphanet_139589,G12.2,G12,254.0,174.0,0.050535597752558614
Orphanet_1572,D83.9,D83,29.0,26.0,0.0057698123418275585
Orphanet_1572,D83.0,D83,4.0,4.0,0.0007958361850796633
Orphanet_1572,D83.8,D83,4.0,3.0,0.0007958361850796633
Orphanet_1572,D83.2,D83,1.0,1.0,0.0001989590462699158
Orphanet_1572,D83.1,D83,3.0,3.0,0.0005968771388097474
Orphanet_226292,E03.1,E03,13.0,0.0,0.0025864676015089055
Orphanet_226292,E03.0,E03,14.0,1.0,0.002785426647778821
Orphanet_2515,Q87.8,Q87,28.0,5.0,0.005570853295557642
Orphanet_2523,Q02,Q02,2.0,0.0,0.0003979180925398316
Orphanet_275761,E75.5,E75,23.0,8.0,0.004576058064208063
EFO_1000045,E16.8,E16,2.0,0.0,0.0003979180925398316
Orphanet_1381,Q87.8,Q87,28.0,5.0,0.005570853295557642
Orphanet_238744,Q87.2,Q87,13.0,2.0,0.0025864676015089055
EFO_0006460,C56,C56,1452.0,1046.0,0.2888885351839177
EFO_0006460,C56,C56,1452.0,1046.0,0.2888885351839177
EFO_0009525,T16,T16,53.0,46.0,0.010544829452305537
EFO_1000556,M72.8,M72,7.0,5.0,0.0013927133238894106
EFO_1000556,M72.8,M72,7.0,5.0,0.0013927133238894106
EFO_1001033,E41,E41,3.0,0.0,0.0005968771388097474
EFO_1001033,E46,E46,186.0,25.0,0.03700638260620434
EFO_1001033,E41,E41,3.0,0.0,0.0005968771388097474
Orphanet_102013,G11.4,G11,29.0,12.0,0.0057698123418275585
Orphanet_164736,G47.2,G47,32.0,27.0,0.006366689480637306
Orphanet_166119,Q78.8,Q78,3.0,0.0,0.0005968771388097474
Orphanet_228184,Q87.2,Q87,13.0,2.0,0.0025864676015089055
Orphanet_2282,Q87.8,Q87,28.0,5.0,0.005570853295557642
Orphanet_231249,D58.2,D58,25.0,6.0,0.004973976156747895
EFO_0009646,D69.4,D69,46.0,17.0,0.009152116128416127
EFO_1001961,C22.1,C22,217.0,167.0,0.04317411304057173
Orphanet_1216,G12.2,G12,254.0,174.0,0.050535597752558614
Orphanet_169464,D84.1,D84,21.0,10.0,0.004178139971668232
Orphanet_171442,G71.2,G71,7.0,2.0,0.0013927133238894106
Orphanet_1851,Q61.4,Q61,14.0,4.0,0.002785426647778821
Orphanet_210133,Q82.8,Q82,86.0,52.0,0.01711047797921276
Orphanet_2239,E20.8,E20,8.0,0.0,0.0015916723701593265
Orphanet_231214,D56.1,D56,64.0,8.0,0.012733378961274612
Orphanet_2363,Q87.8,Q87,28.0,5.0,0.005570853295557642
Orphanet_238523,E72.0,E72,11.0,3.0,0.0021885495089690736
Orphanet_254361,G71.0,G71,82.0,27.0,0.016314641794133097
EFO_0009562,G62.9,G62,1207.0,311.0,0.24014356884778837
Orphanet_139390,Q75.0,Q75,3.0,1.0,0.0005968771388097474
Orphanet_140905,E78.4,E78,97.0,1.0,0.01929902748818183
Orphanet_157,E71.3,E71,6.0,2.0,0.0011937542776194949
Orphanet_1928,Q33.8,Q33,3.0,1.0,0.0005968771388097474
Orphanet_261938,Q93.5,Q93,3.0,0.0,0.0005968771388097474
Orphanet_2749,Q87.5,Q87,2.0,0.0,0.0003979180925398316
EFO_0009544,K22.9,K22,672.0,366.0,0.13370047909338342
EFO_1000552,C86.3,C86,2.0,1.0,0.0003979180925398316
EFO_1000552,C86.3,C86,2.0,1.0,0.0003979180925398316
EFO_1000552,C83.6,C83,1.0,1.0,0.0001989590462699158
EFO_1000657,C20,C20,2003.0,1644.0,0.39851496967864136
Orphanet_1094,Q87.8,Q87,28.0,5.0,0.005570853295557642
Orphanet_137888,Q75.8,Q75,4.0,1.0,0.0007958361850796633
Orphanet_217031,E66.8,E66,1779.0,484.0,0.35394814331418023
Orphanet_2207,E21.0,E21,570.0,338.0,0.113406656373852
Orphanet_238650,Q62.2,Q62,9.0,3.0,0.0017906314164292422
Orphanet_2497,Q78.8,Q78,3.0,0.0,0.0005968771388097474
Orphanet_2576,Q87.1,Q87,14.0,2.0,0.002785426647778821
Orphanet_263458,E16.1,E16,50.0,30.0,0.00994795231349579
EFO_1000209,D44.4,D44,34.0,28.0,0.0067646075731771374
EFO_1000691,L12.3,L12,2.0,0.0,0.0003979180925398316
EFO_1000710,L73.2,L73,234.0,195.0,0.046556416827160295
EFO_1001462,A46,A46,138.0,121.0,0.02745634838524838
Orphanet_1521,Q87.8,Q87,28.0,5.0,0.005570853295557642
Orphanet_163662,Q77.7,Q77,9.0,5.0,0.0017906314164292422
Orphanet_1879,M85.8,M85,397.0,25.0,0.07898674136915658
Orphanet_228357,E75.4,E75,1.0,0.0,0.0001989590462699158
Orphanet_2542,Q11.2,Q11,5.0,0.0,0.000994795231349579
Orphanet_2542,Q11.1,Q11,13.0,2.0,0.0025864676015089055
Orphanet_254892,H49.4,H49,13.0,7.0,0.0025864676015089055
Orphanet_2551,Q87.5,Q87,2.0,0.0,0.0003979180925398316
EFO_1001345,K70.1,K70,184.0,116.0,0.03660846451366451
Orphanet_101003,G11.4,G11,29.0,12.0,0.0057698123418275585
Orphanet_1425,Q78.8,Q78,3.0,0.0,0.0005968771388097474
Orphanet_156,E71.3,E71,6.0,2.0,0.0011937542776194949
Orphanet_158673,Q81.2,Q81,2.0,0.0,0.0003979180925398316
Orphanet_169808,D66,D66,84.0,38.0,0.016712559886672928
Orphanet_261983,Q93.5,Q93,3.0,0.0,0.0005968771388097474
EFO_1000283,D07.5,D07,595.0,282.0,0.1183806325305999
EFO_1000283,D07.5,D07,595.0,282.0,0.1183806325305999
EFO_1000573,C62.9,C62,510.0,291.0,0.10146911359765706
EFO_1000573,C62.9,C62,510.0,291.0,0.10146911359765706
EFO_1000581,D15.0,D15,45.0,40.0,0.008953157082146211
EFO_1000581,D15.0,D15,45.0,40.0,0.008953157082146211
EFO_1000581,D38.4,D38,14.0,5.0,0.002785426647778821
EFO_1000581,D38.4,D38,14.0,5.0,0.002785426647778821
EFO_1000635,D18.0,D18,1823.0,1337.0,0.3627023413500565
EFO_1000860,I67.2,I67,269.0,26.0,0.05351998344660735
EFO_1000860,I67.2,I67,269.0,26.0,0.05351998344660735
Orphanet_139525,G12.2,G12,254.0,174.0,0.050535597752558614
Orphanet_1844,Q78.4,Q78,4.0,1.0,0.0007958361850796633
Orphanet_1885,Q12.1,Q12,5.0,3.0,0.000994795231349579
Orphanet_2169,E72.1,E72,11.0,1.0,0.0021885495089690736
Orphanet_254886,H49.4,H49,13.0,7.0,0.0025864676015089055
Orphanet_2590,G25.3,G25,106.0,30.0,0.021089658904611074
Orphanet_262047,Q93.5,Q93,3.0,0.0,0.0005968771388097474
Orphanet_262128,Q93.5,Q93,3.0,0.0,0.0005968771388097474
Orphanet_275766,I27.0,I27,570.0,119.0,0.113406656373852
EFO_0008625,H43.0,H43,15.0,4.0,0.002984385694048737
EFO_1000840,N32.0,N32,2353.0,1808.0,0.4681506358731119
EFO_1001051,C84.0,C84,81.0,22.0,0.01611568274786318
EFO_1001051,C84.0,C84,81.0,22.0,0.01611568274786318
Orphanet_1350,Q87.2,Q87,13.0,2.0,0.0025864676015089055
Orphanet_140465,G12.1,G12,5.0,2.0,0.000994795231349579
Orphanet_166286,Q82.5,Q82,71.0,66.0,0.014126092285164022
Orphanet_2148,Q04.3,Q04,2.0,0.0,0.0003979180925398316
Orphanet_216828,Q78.0,Q78,42.0,10.0,0.008356279943336464
Orphanet_217026,Q87.8,Q87,28.0,5.0,0.005570853295557642
EFO_0007329,C96.4,C96,2.0,1.0,0.0003979180925398316
EFO_0009117,A75.9,A75,1.0,1.0,0.0001989590462699158
EFO_0009117,A75.3,A75,1.0,1.0,0.0001989590462699158
EFO_0009117,A75.9,A75,1.0,1.0,0.0001989590462699158
EFO_0009117,A75.0,A75,1.0,1.0,0.0001989590462699158
EFO_0009117,A75.0,A75,1.0,1.0,0.0001989590462699158
EFO_1000570,C62.1,C62,129.0,32.0,0.025665716968819138
EFO_1000570,C62.1,C62,129.0,32.0,0.025665716968819138
EFO_1000677,H60.4,H60,38.0,34.0,0.0075604437582568
EFO_1001412,N23,N23,2346.0,2069.0,0.4667579225492225
Orphanet_1071,Q82.4,Q82,1.0,0.0,0.0001989590462699158
Orphanet_1260,I45.5,I45,148.0,69.0,0.02944593884794754
Orphanet_180074,Q51.4,Q51,12.0,1.0,0.0023875085552389898
Orphanet_187,E72.2,E72,4.0,1.0,0.0007958361850796633
Orphanet_228374,G60.0,G60,101.0,31.0,0.020094863673261496
Orphanet_2528,Q87.8,Q87,28.0,5.0,0.005570853295557642
EFO_0007518,J04.1,J04,44.0,23.0,0.008754198035876294
EFO_1000926,D76.3,D76,68.0,31.0,0.013529215146354275
EFO_1000926,D76.3,D76,68.0,31.0,0.013529215146354275
EFO_1001112,D69.1,D69,14.0,5.0,0.002785426647778821
Orphanet_100045,G60.0,G60,101.0,31.0,0.020094863673261496
Orphanet_139480,G11.4,G11,29.0,12.0,0.0057698123418275585
Orphanet_1947,E75.4,E75,1.0,0.0,0.0001989590462699158
Orphanet_199332,Q87.8,Q87,28.0,5.0,0.005570853295557642
Orphanet_2044,Q87.8,Q87,28.0,5.0,0.005570853295557642
Orphanet_228354,E75.4,E75,1.0,0.0,0.0001989590462699158
Orphanet_24,E88.8,E88,25.0,8.0,0.004973976156747895
Orphanet_240071,G23.1,G23,13.0,6.0,0.0025864676015089055
Orphanet_2754,Q04.3,Q04,2.0,0.0,0.0003979180925398316
EFO_0007450,A80.9,A80,17.0,4.0,0.0033823037865885687
EFO_0007450,A80.3,A80,1.0,0.0,0.0001989590462699158
Orphanet_1516,Q87.0,Q87,21.0,4.0,0.004178139971668232
Orphanet_171889,G71.2,G71,7.0,2.0,0.0013927133238894106
Orphanet_2124,D18.0,D18,1823.0,1337.0,0.3627023413500565
Orphanet_2132,D58.2,D58,25.0,6.0,0.004973976156747895
Orphanet_228343,E75.4,E75,1.0,0.0,0.0001989590462699158
Orphanet_2337,Q82.8,Q82,86.0,52.0,0.01711047797921276
Orphanet_238670,E03.1,E03,13.0,0.0,0.0025864676015089055
EFO_0009434,R99,R99,9.0,2.0,0.0017906314164292422
EFO_1000667,E88.2,E88,44.0,23.0,0.008754198035876294
Orphanet_1390,Q87.8,Q87,28.0,5.0,0.005570853295557642
Orphanet_163927,L40.3,L40,23.0,11.0,0.004576058064208063
Orphanet_166277,Q78.8,Q78,3.0,0.0,0.0005968771388097474
Orphanet_18,N25.8,N25,67.0,24.0,0.013330256100084358
Orphanet_2001,Q87.8,Q87,28.0,5.0,0.005570853295557642
Orphanet_254334,G60.0,G60,101.0,31.0,0.020094863673261496
Orphanet_268114,D72.8,D72,311.0,80.0,0.061876263389943814
EFO_0006738,C90.2,C90,102.0,63.0,0.020293822719531413
EFO_0006738,C90.3,C90,27.0,19.0,0.005371894249287726
EFO_0006738,C90.3,C90,27.0,19.0,0.005371894249287726
EFO_0006738,C90.2,C90,102.0,63.0,0.020293822719531413
EFO_1001147,M89.0,M89,64.0,51.0,0.012733378961274612
EFO_1001849,L00,L00,2.0,1.0,0.0003979180925398316
Orphanet_1338,Q87.8,Q87,28.0,5.0,0.005570853295557642
Orphanet_1375,Q87.8,Q87,28.0,5.0,0.005570853295557642
Orphanet_1380,Q87.8,Q87,28.0,5.0,0.005570853295557642
Orphanet_163976,Q87.8,Q87,28.0,5.0,0.005570853295557642
Orphanet_171703,Q04.3,Q04,2.0,0.0,0.0003979180925398316
Orphanet_198,E83.0,E83,7.0,6.0,0.0013927133238894106
Orphanet_217023,D58.8,D58,2.0,1.0,0.0003979180925398316
Orphanet_2237,Q87.8,Q87,28.0,5.0,0.005570853295557642
Orphanet_261801,Q93.5,Q93,3.0,0.0,0.0005968771388097474
Orphanet_261911,Q93.5,Q93,3.0,0.0,0.0005968771388097474
EFO_0007499,J13,J13,328.0,282.0,0.06525856717653239
Orphanet_1136,Q07.0,Q07,74.0,40.0,0.01472296942397377
Orphanet_13,E70.1,E70,1.0,0.0,0.0001989590462699158
Orphanet_1531,Q75.0,Q75,3.0,1.0,0.0005968771388097474
Orphanet_156728,Q77.7,Q77,9.0,5.0,0.0017906314164292422
Orphanet_184,K10.8,K10,220.0,133.0,0.04377099017938148
Orphanet_217566,J84.8,J84,61.0,31.0,0.012136501822464865
Orphanet_220295,Q87.1,Q87,14.0,2.0,0.002785426647778821
Orphanet_220295,Q82.1,Q82,3.0,3.0,0.0005968771388097474
Orphanet_228277,L90.8,L90,15.0,7.0,0.002984385694048737
Orphanet_231230,D58.2,D58,25.0,6.0,0.004973976156747895
Orphanet_262056,Q93.5,Q93,3.0,0.0,0.0005968771388097474
Orphanet_264,G71.0,G71,82.0,27.0,0.016314641794133097
EFO_0007448,B59,B59,51.0,36.0,0.010146911359765707
EFO_0009082,C44.6,C44,2210.0,1121.0,0.43969949225651395
EFO_0009082,C44.3,C44,9359.0,6399.0,1.862057714040142
EFO_0009538,G61.8,G61,89.0,83.0,0.017707355118022506
EFO_0009538,G61.8,G61,89.0,83.0,0.017707355118022506
EFO_1001959,C24.0,C24,80.0,53.0,0.015916723701593263
EFO_1001959,C24.0,C24,80.0,53.0,0.015916723701593263
Orphanet_105,Q64.3,Q64,31.0,24.0,0.00616773043436739
Orphanet_157820,G90.8,G90,15.0,8.0,0.002984385694048737
Orphanet_1884,Q15.8,Q15,1.0,1.0,0.0001989590462699158
Orphanet_2380,M91.1,M91,28.0,6.0,0.005570853295557642
Orphanet_240094,G23.1,G23,13.0,6.0,0.0025864676015089055
Orphanet_2457,Q87.5,Q87,2.0,0.0,0.0003979180925398316
Orphanet_262110,Q93.5,Q93,3.0,0.0,0.0005968771388097474
Orphanet_269505,Q03.8,Q03,1.0,0.0,0.0001989590462699158
EFO_0009568,I07.9,I07,5.0,0.0,0.000994795231349579
EFO_1000782,T70.2,T70,3.0,1.0,0.0005968771388097474
EFO_1001164,M86.3,M86,1.0,1.0,0.0001989590462699158
EFO_1001218,Q22.8,Q22,4.0,1.0,0.0007958361850796633
Orphanet_139399,E71.3,E71,6.0,2.0,0.0011937542776194949
Orphanet_140471,G60.8,G60,51.0,26.0,0.010146911359765707
Orphanet_2334,H16.8,H16,25.0,15.0,0.004973976156747895
Orphanet_247585,E72.2,E72,4.0,1.0,0.0007958361850796633
EFO_0009574,T55,T55,8.0,5.0,0.0015916723701593265
EFO_1000220,D20.1,D20,14.0,5.0,0.002785426647778821
EFO_1000220,D20.1,D20,14.0,5.0,0.002785426647778821
EFO_1001052,C92.3,C92,4.0,2.0,0.0007958361850796633
EFO_1001052,C92.3,C92,4.0,2.0,0.0007958361850796633
EFO_1001205,H44.1,H44,40.0,27.0,0.007958361850796632
Orphanet_100046,G60.0,G60,101.0,31.0,0.020094863673261496
Orphanet_101068,H18.5,H18,253.0,138.0,0.0503366387062887
Orphanet_2064,Q87.5,Q87,2.0,0.0,0.0003979180925398316
Orphanet_209905,E03.1,E03,13.0,0.0,0.0025864676015089055
Orphanet_2460,Q87.0,Q87,21.0,4.0,0.004178139971668232
Orphanet_251,Q77.3,Q77,7.0,2.0,0.0013927133238894106
Orphanet_254854,G71.3,G71,33.0,18.0,0.006565648526907221
Orphanet_261902,Q93.5,Q93,3.0,0.0,0.0005968771388097474
EFO_1001494,L40.0,L40,177.0,120.0,0.035215751189775095
Orphanet_100050,D84.1,D84,21.0,10.0,0.004178139971668232
Orphanet_104077,K59.8,K59,358.0,237.0,0.07122733856462986
Orphanet_1335,Q89.7,Q89,1.0,0.0,0.0001989590462699158
Orphanet_139578,G60.8,G60,51.0,26.0,0.010146911359765707
Orphanet_165994,E05.8,E05,1.0,0.0,0.0001989590462699158
Orphanet_181428,E78.4,E78,97.0,1.0,0.01929902748818183
Orphanet_217607,I42.0,I42,797.0,398.0,0.1585703598771229
Orphanet_2300,Q43.8,Q43,65.0,17.0,0.012932338007544527
Orphanet_2655,Q77.1,Q77,1.0,0.0,0.0001989590462699158
EFO_1000558,D23.9,D23,137.0,108.0,0.027257389338978463
EFO_1000558,D23.9,D23,137.0,108.0,0.027257389338978463
EFO_1000678,H71,H71,514.0,453.0,0.10226494978273672
EFO_1000678,H71,H71,514.0,453.0,0.10226494978273672
EFO_1001142,E74.4,E74,1.0,0.0,0.0001989590462699158
Orphanet_169805,D66,D66,84.0,38.0,0.016712559886672928
Orphanet_211067,G11.8,G11,2.0,1.0,0.0003979180925398316
Orphanet_2224,E70.8,E70,2.0,0.0,0.0003979180925398316
Orphanet_254925,E88.8,E88,25.0,8.0,0.004973976156747895
Orphanet_261501,H35.5,H35,106.0,13.0,0.021089658904611074
Orphanet_268817,Q01.9,Q01,3.0,0.0,0.0005968771388097474
Orphanet_268817,Q01.1,Q01,2.0,1.0,0.0003979180925398316
EFO_0009504,S47,S47,5.0,4.0,0.000994795231349579
EFO_1001897,G60.8,G60,51.0,26.0,0.010146911359765707
Orphanet_168796,Q87.2,Q87,13.0,2.0,0.0025864676015089055
Orphanet_1866,G24.8,G24,27.0,17.0,0.005371894249287726
Orphanet_1866,G24.5,G24,80.0,58.0,0.015916723701593263
Orphanet_1866,G24.4,G24,9.0,6.0,0.0017906314164292422
Orphanet_1866,G24.3,G24,32.0,22.0,0.006366689480637306
Orphanet_240085,G23.1,G23,13.0,6.0,0.0025864676015089055
EFO_0009266,K90.0,K90,2149.0,1088.0,0.42756299043404905
EFO_1000709,L12.8,L12,3.0,1.0,0.0005968771388097474
EFO_1000970,K03.4,K03,2.0,1.0,0.0003979180925398316
EFO_1000970,K03.4,K03,2.0,1.0,0.0003979180925398316
Orphanet_141269,Q18.8,Q18,3.0,2.0,0.0005968771388097474
Orphanet_15,Q77.4,Q77,12.0,3.0,0.0023875085552389898
Orphanet_238569,K52.8,K52,522.0,368.0,0.10385662215289605
Orphanet_268940,Q04.3,Q04,2.0,0.0,0.0003979180925398316
EFO_0007283,K14.1,K14,13.0,11.0,0.0025864676015089055
EFO_0007405,H46,H46,142.0,87.0,0.028252184570328045
EFO_0007405,H46,H46,142.0,87.0,0.028252184570328045
Orphanet_1318,Q87.8,Q87,28.0,5.0,0.005570853295557642
Orphanet_169186,G71.2,G71,7.0,2.0,0.0013927133238894106
Orphanet_261330,Q93.5,Q93,3.0,0.0,0.0005968771388097474
Orphanet_2650,Q87.1,Q87,14.0,2.0,0.002785426647778821
EFO_0007452,I87.0,I87,12.0,8.0,0.0023875085552389898
EFO_1000412,C56,C56,1452.0,1046.0,0.2888885351839177
EFO_1000412,C56,C56,1452.0,1046.0,0.2888885351839177
Orphanet_1495,Q87.8,Q87,28.0,5.0,0.005570853295557642
Orphanet_177,Q77.3,Q77,7.0,2.0,0.0013927133238894106
Orphanet_177926,D66,D66,84.0,38.0,0.016712559886672928
Orphanet_183660,D81.1,D81,1.0,1.0,0.0001989590462699158
Orphanet_183660,D81.0,D81,1.0,1.0,0.0001989590462699158
Orphanet_227796,H35.5,H35,106.0,13.0,0.021089658904611074
Orphanet_228366,E75.4,E75,1.0,0.0,0.0001989590462699158
Orphanet_2478,E75.2,E75,13.0,7.0,0.0025864676015089055
Orphanet_254351,Q93.5,Q93,3.0,0.0,0.0005968771388097474
EFO_0007491,C26.1,C26,4.0,1.0,0.0007958361850796633
EFO_0007491,C26.1,C26,4.0,1.0,0.0007958361850796633
EFO_0010690,Z99.2,Z99,596.0,2.0,0.11857959157686981
EFO_1000802,K70.3,K70,435.0,210.0,0.08654718512741337
EFO_1000802,K70.3,K70,435.0,210.0,0.08654718512741337
EFO_1001250,M75.1,M75,1.0,1.0,0.0001989590462699158
EFO_1001250,M75.1,M75,1.0,1.0,0.0001989590462699158
Orphanet_109007,Q68.8,Q68,18.0,5.0,0.0035812628328584844
Orphanet_137634,Q87.3,Q87,2.0,1.0,0.0003979180925398316
Orphanet_1568,Q23.8,Q23,6.0,1.0,0.0011937542776194949
Orphanet_169110,D80.8,D80,9.0,4.0,0.0017906314164292422
Orphanet_171436,G71.2,G71,7.0,2.0,0.0013927133238894106
Orphanet_1856,Q77.7,Q77,9.0,5.0,0.0017906314164292422
Orphanet_1956,I73.8,I73,1.0,0.0,0.0001989590462699158
Orphanet_206970,G71.1,G71,71.0,24.0,0.014126092285164022
EFO_1000078,C41.1,C41,41.0,34.0,0.008157320897066549
EFO_1000078,C41.1,C41,41.0,34.0,0.008157320897066549
EFO_1001143,G56.3,G56,53.0,30.0,0.010544829452305537
Orphanet_1373,Q87.8,Q87,28.0,5.0,0.005570853295557642
Orphanet_1900,Q79.6,Q79,71.0,15.0,0.014126092285164022
Orphanet_2027,H90.3,H90,198.0,40.0,0.03939389116144333
Orphanet_206559,G71.0,G71,82.0,27.0,0.016314641794133097
Orphanet_210128,E70.8,E70,2.0,0.0,0.0003979180925398316
Orphanet_2249,Q87.2,Q87,13.0,2.0,0.0025864676015089055
EFO_0007269,M05.0,M05,5.0,2.0,0.000994795231349579
EFO_0009530,R34,R34,133.0,9.0,0.026461553153898802
EFO_1000645,I95.1,I95,1667.0,646.0,0.33166473013194964
EFO_1000833,N48.1,N48,323.0,220.0,0.0642637719451828
EFO_1000833,N48.1,N48,323.0,220.0,0.0642637719451828
Orphanet_140922,G71.0,G71,82.0,27.0,0.016314641794133097
Orphanet_238,Q45.8,Q45,18.0,4.0,0.0035812628328584844
Orphanet_261806,Q93.5,Q93,3.0,0.0,0.0005968771388097474
EFO_0007507,G54.0,G54,106.0,81.0,0.021089658904611074
EFO_1000151,D18.0,D18,1823.0,1337.0,0.3627023413500565
EFO_1000670,L74.4,L74,3.0,1.0,0.0005968771388097474
EFO_1000767,D86.3,D86,38.0,19.0,0.0075604437582568
EFO_1001241,E51.2,E51,21.0,14.0,0.004178139971668232
Orphanet_101076,G60.0,G60,101.0,31.0,0.020094863673261496
Orphanet_103909,E74.3,E74,59.0,1.0,0.011738583729925032
Orphanet_1786,Q75.4,Q75,6.0,2.0,0.0011937542776194949
Orphanet_2432,Q87.0,Q87,21.0,4.0,0.004178139971668232
Orphanet_251370,D57.2,D57,6.0,3.0,0.0011937542776194949
EFO_1000756,L42,L42,41.0,2.0,0.008157320897066549
EFO_1000756,L42,L42,41.0,2.0,0.008157320897066549
EFO_1002048,N19,N19,1779.0,271.0,0.35394814331418023
Orphanet_102020,Q93.4,Q93,1.0,1.0,0.0001989590462699158
Orphanet_102020,Q93.8,Q93,2.0,0.0,0.0003979180925398316
Orphanet_102020,Q93.5,Q93,3.0,0.0,0.0005968771388097474
Orphanet_169090,D81.8,D81,1.0,1.0,0.0001989590462699158
Orphanet_1790,Q75.4,Q75,6.0,2.0,0.0011937542776194949
Orphanet_2744,H49.4,H49,13.0,7.0,0.0025864676015089055
Orphanet_320401,G11.4,G11,29.0,12.0,0.0057698123418275585
Orphanet_363540,E75.2,E75,13.0,7.0,0.0025864676015089055
Orphanet_404454,E77.8,E77,8.0,1.0,0.0015916723701593265
Orphanet_590,G70.2,G70,3.0,3.0,0.0005968771388097474
Orphanet_640,G60.0,G60,101.0,31.0,0.020094863673261496
Orphanet_85182,M89.8,M89,108.0,54.0,0.021487576997150905
Orphanet_85321,Q87.8,Q87,28.0,5.0,0.005570853295557642
Orphanet_295044,Q74.0,Q74,25.0,13.0,0.004973976156747895
Orphanet_312,Q80.3,Q80,4.0,1.0,0.0007958361850796633
Orphanet_402003,Q82.8,Q82,86.0,52.0,0.01711047797921276
Orphanet_822,D58.0,D58,46.0,5.0,0.009152116128416127
Orphanet_85112,Q56.0,Q56,1.0,0.0,0.0001989590462699158
Orphanet_93218,N04.1,N04,24.0,15.0,0.0047750171104779795
Orphanet_99961,K83.1,K83,955.0,602.0,0.1900058891877696
Orphanet_284385,K83.1,K83,955.0,602.0,0.1900058891877696
Orphanet_308573,E74.0,E74,13.0,5.0,0.0025864676015089055
Orphanet_331,D68.2,D68,365.0,17.0,0.07262005188851926
Orphanet_79485,Q85.8,Q85,29.0,8.0,0.0057698123418275585
Orphanet_85164,Q87.2,Q87,13.0,2.0,0.0025864676015089055
Orphanet_276234,N46,N46,75.0,64.0,0.014921928470243685
Orphanet_280633,Q87.8,Q87,28.0,5.0,0.005570853295557642
Orphanet_295179,Q69.2,Q69,1.0,1.0,0.0001989590462699158
Orphanet_314811,E34.3,E34,12.0,0.0,0.0023875085552389898
Orphanet_3202,D58.8,D58,2.0,1.0,0.0003979180925398316
Orphanet_363447,G12.1,G12,5.0,2.0,0.000994795231349579
Orphanet_73245,G12.8,G12,4.0,0.0,0.0007958361850796633
Orphanet_79305,K83.1,K83,955.0,602.0,0.1900058891877696
Orphanet_9,Q97.1,Q97,3.0,0.0,0.0005968771388097474
Orphanet_95720,E03.1,E03,13.0,0.0,0.0025864676015089055
Orphanet_96169,Q93.5,Q93,3.0,0.0,0.0005968771388097474
Orphanet_2882,E78.0,E78,41592.0,45.0,8.275104652458339
Orphanet_308698,E74.0,E74,13.0,5.0,0.0025864676015089055
Orphanet_314485,G12.2,G12,254.0,174.0,0.050535597752558614
Orphanet_401862,E88.8,E88,25.0,8.0,0.004973976156747895
Orphanet_46724,Q28.2,Q28,130.0,115.0,0.025864676015089055
Orphanet_65286,Q93.5,Q93,3.0,0.0,0.0005968771388097474
Orphanet_94122,G11.0,G11,1.0,0.0,0.0001989590462699158
Orphanet_98579,H02.5,H02,278.0,196.0,0.055310614863036595
Orphanet_98902,G71.2,G71,7.0,2.0,0.0013927133238894106
Orphanet_2843,E74.8,E74,5.0,0.0,0.000994795231349579
Orphanet_293633,Q87.8,Q87,28.0,5.0,0.005570853295557642
